fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_class
1.791759469228055,1.02,0.04,0.8754687373538999,0.04401688541677432,3.7376696182833684,4.454347296253507,0.9938,3.75,0.3920420877760237,10.5,4,Baixa (3-4)
2.0541237336955462,0.775,0.0,1.3862943611198906,0.09712671073072274,2.1972245773362196,3.1780538303479458,0.9965,3.45,0.44468582126144574,10.7,5,Média (5-6)
2.151762203259462,0.9,0.06,1.252762968495368,0.0760346862759976,1.791759469228055,2.3978952727983707,0.9967,3.39,0.44468582126144574,9.8,5,Média (5-6)
2.2082744135228043,0.545,0.18,1.0647107369924282,0.07696104113612832,2.6390573296152584,3.58351893845611,0.9972,3.3,0.4637340162321401,9.0,6,Média (5-6)
2.2300144001592104,0.61,0.3,1.1314021114911006,0.08065790301745447,2.4849066497880004,3.9318256327243257,0.9972,3.4,0.4762341789963716,10.2,6,Média (5-6)
2.2082744135228043,0.575,0.22,1.1314021114911006,0.07417939817425151,2.5649493574615367,4.189654742026425,0.9967,3.29,0.412109650826833,9.2,5,Média (5-6)
2.1041341542702074,0.49,0.24,1.1631508098056809,0.06765864847381481,1.791759469228055,3.6109179126442243,0.996,3.33,0.3920420877760237,9.4,5,Média (5-6)
2.174751721484161,0.41,0.68,0.9932517730102833,0.3832194991608447,2.9444389791664403,4.248495242049359,0.9973,3.08,0.8372475245337022,9.3,5,Média (5-6)
1.9740810260220096,0.63,0.31,0.9932517730102833,0.08434114843375087,2.772588722239781,4.174387269895637,0.9969,3.46,0.5822156198526637,9.3,5,Média (5-6)
2.174751721484161,0.56,0.19,1.0296194171811583,0.09893994785490356,2.5649493574615367,3.871201010907891,0.9964,3.19,0.6575200029167942,9.5,5,Média (5-6)
2.2407096892759584,0.62,0.09,1.1631508098056809,0.08065790301745447,2.4849066497880004,4.6913478822291435,0.9964,3.15,0.5068176023684519,9.8,5,Média (5-6)
2.4069451083182885,0.31,0.44,1.1939224684724346,0.07696104113612832,3.1354942159291497,3.8501476017100584,0.9988,3.32,0.5128236264286637,9.7,6,Média (5-6)
2.341805806147327,0.4,0.31,1.1631508098056809,0.08617769624105233,2.6390573296152584,4.143134726391533,0.9966,3.07,0.48858001481867097,10.5,6,Média (5-6)
2.2300144001592104,0.54,0.28,1.0647107369924282,0.07417939817425151,2.4849066497880004,3.713572066704308,0.9978,3.39,0.4762341789963716,10.0,6,Média (5-6)
2.1162555148025524,1.07,0.09,0.9932517730102833,0.16381808522939495,2.3978952727983707,4.499809670330265,0.9962,3.3,0.4510756193602167,9.0,5,Média (5-6)
2.2823823856765264,0.55,0.04,1.1631508098056809,0.11243542932978817,2.70805020110221,4.04305126783455,0.9962,3.21,0.4700036292457355,10.9,6,Média (5-6)
2.1162555148025524,0.695,0.0,1.252762968495368,0.07232066157962612,1.3862943611198906,2.6390573296152584,0.998,3.49,0.41871033485818504,9.2,5,Média (5-6)
2.174751721484161,0.5,0.17,0.9555114450274363,0.0788111804242897,3.091042453358316,4.634728988229636,0.996,3.39,0.3920420877760237,9.5,5,Média (5-6)
2.2192034840549946,1.33,0.0,0.9932517730102833,0.07788653865707122,1.3862943611198906,2.5649493574615367,0.9964,3.53,0.3987761199573678,10.9,5,Média (5-6)
2.2082744135228043,1.33,0.0,1.0296194171811583,0.0788111804242897,1.3862943611198906,2.5649493574615367,0.9964,3.54,0.3920420877760237,10.9,5,Média (5-6)
2.1972245773362196,0.59,0.16,1.0296194171811583,0.06297479916138844,1.3862943611198906,2.833213344056216,0.9962,3.42,0.6523251860396903,10.5,7,Alta (7-8)
2.1972245773362196,0.745,0.56,1.0986122886681098,0.11154137473290741,3.4339872044851463,4.90527477843843,0.9968,3.24,0.5068176023684519,9.4,5,Média (5-6)
1.8870696490323797,0.5,0.09,1.1939224684724346,0.04783732941416013,2.8903717578961645,4.605170185988092,0.9937,3.63,0.48858001481867097,13.0,5,Média (5-6)
2.186051276738094,1.04,0.05,1.1631508098056809,0.08065790301745447,2.6390573296152584,3.4011973816621555,0.9959,3.22,0.4382549309311553,9.9,6,Média (5-6)
2.2407096892759584,0.745,0.11,1.0647107369924282,0.08617769624105233,2.833213344056216,4.1588830833596715,0.9965,3.19,0.598836501088704,9.6,5,Média (5-6)
2.1041341542702074,0.415,0.36,1.0986122886681098,0.07788653865707122,2.6390573296152584,3.828641396489095,0.9972,3.48,0.49469624183610705,9.2,5,Média (5-6)
1.824549292051046,0.34,0.0,1.0296194171811583,0.04879016416943201,3.332204510175204,4.1588830833596715,0.9916,3.68,0.5822156198526637,14.0,6,Média (5-6)
1.9878743481543455,0.39,0.08,0.9932517730102833,0.0639133257436528,1.3862943611198906,3.044522437723423,0.9954,3.34,0.4574248470388754,9.4,5,Média (5-6)
2.2082744135228043,0.67,0.55,1.0296194171811583,0.11064652008706356,3.4965075614664802,4.955827057601261,0.9968,3.17,0.4824261492442927,9.4,5,Média (5-6)
1.916922612182061,0.68,0.02,1.0296194171811583,0.08342160813907239,3.091042453358316,4.553876891600541,0.9944,3.54,0.41871033485818504,10.0,5,Média (5-6)
2.066862759472976,0.49,0.1,1.1939224684724346,0.07138999608667294,2.5649493574615367,3.4339872044851463,0.9959,3.42,0.4574248470388754,10.2,6,Média (5-6)
2.1162555148025524,0.33,0.47,1.1314021114911006,0.07417939817425151,1.791759469228055,2.4849066497880004,0.9958,3.33,0.4252677354043441,10.3,6,Média (5-6)
2.322387720290225,0.52,1.0,1.4816045409242156,0.4762341789963716,3.4965075614664802,4.248495242049359,0.9996,2.74,1.0986122886681098,9.4,4,Baixa (3-4)
2.1400661634962708,0.6,0.03,1.0296194171811583,0.09075436326846414,3.258096538021482,4.605170185988092,0.995,3.35,0.43178241642553783,10.1,5,Média (5-6)
2.0918640616783932,0.43,0.42,1.8718021769015913,0.06859279146561172,3.367295829986474,4.859812404361672,0.9973,3.42,0.5364933705145685,10.5,5,Média (5-6)
2.0918640616783932,0.43,0.42,1.8718021769015913,0.06765864847381481,3.4011973816621555,4.867534450455582,0.9973,3.42,0.5423242908253617,10.5,5,Média (5-6)
2.0918640616783932,0.68,0.0,1.1631508098056809,0.07045846364856141,2.5649493574615367,3.1354942159291497,0.9969,3.48,0.4054651081081644,9.3,5,Média (5-6)
2.0541237336955462,0.6,0.18,1.0647107369924282,0.0760346862759976,2.9444389791664403,4.465908118654584,0.9968,3.59,0.4510756193602167,9.3,6,Média (5-6)
2.151762203259462,0.95,0.03,1.0986122886681098,0.08617769624105233,2.0794415416798357,3.044522437723423,0.9959,3.2,0.44468582126144574,9.6,5,Média (5-6)
2.151762203259462,0.68,0.02,0.832909122935104,0.06952606264861023,2.302585092994046,3.044522437723423,0.9965,3.17,0.7323678937132266,9.2,4,Baixa (3-4)
2.174751721484161,0.53,0.04,0.9932517730102833,0.07325046173959267,2.8903717578961645,3.4657359027997265,0.9964,3.33,0.44468582126144574,10.0,6,Média (5-6)
2.128231705849268,0.6,0.26,2.1162555148025524,0.06765864847381481,3.6109179126442243,4.804021044733257,0.9982,3.37,0.3987761199573678,9.4,5,Média (5-6)
2.1162555148025524,0.59,0.26,2.1041341542702074,0.06765864847381481,3.58351893845611,4.804021044733257,0.9981,3.37,0.3987761199573678,9.4,5,Média (5-6)
2.174751721484161,0.63,0.48,0.9932517730102833,0.09531017980432487,2.70805020110221,4.574710978503383,0.9961,3.19,0.4824261492442927,9.5,5,Média (5-6)
2.0541237336955462,0.64,0.1,1.1314021114911006,0.08157998699242287,2.9444389791664403,4.624972813284271,0.9956,3.34,0.41871033485818504,10.2,5,Média (5-6)
2.1162555148025524,0.55,0.03,0.9555114450274363,0.06952606264861023,2.8903717578961645,3.7612001156935624,0.9956,3.37,0.3920420877760237,9.0,4,Baixa (3-4)
2.0541237336955462,0.63,0.07,1.1314021114911006,0.08525984395082342,2.4849066497880004,3.8066624897703196,0.9953,3.47,0.4382549309311553,10.4,6,Média (5-6)
2.186051276738094,0.885,0.03,1.0296194171811583,0.056380333436107544,1.6094379124341003,2.1972245773362196,0.9972,3.36,0.2851789422336624,9.1,4,Baixa (3-4)
2.1972245773362196,0.42,0.17,1.0986122886681098,0.07045846364856141,1.9459101490553132,2.9444389791664403,0.9972,3.29,0.4762341789963716,9.2,6,Média (5-6)
2.128231705849268,0.62,0.05,1.0647107369924282,0.0657877405380031,3.2188758248682006,3.7612001156935624,0.9961,3.42,0.4510756193602167,11.5,6,Média (5-6)
2.066862759472976,0.5,0.04,0.9162907318741551,0.08157998699242287,2.995732273553991,3.912023005428146,0.9958,3.35,0.5766133643039938,9.5,5,Média (5-6)
2.1162555148025524,0.38,0.21,1.0986122886681098,0.07696104113612832,2.0794415416798357,3.58351893845611,0.9961,3.33,0.3852624007906449,9.5,5,Média (5-6)
2.1400661634962708,0.52,0.42,1.1939224684724346,0.08342160813907239,2.1972245773362196,3.6635616461296463,0.9972,3.58,0.4762341789963716,10.5,6,Média (5-6)
2.0794415416798357,0.805,0.0,1.252762968495368,0.0657877405380031,2.0794415416798357,3.044522437723423,0.9969,3.48,0.44468582126144574,9.6,5,Média (5-6)
2.2823823856765264,0.61,0.14,1.2237754316221157,0.06485097231961631,2.3978952727983707,3.7612001156935624,0.9969,3.19,0.4637340162321401,9.5,5,Média (5-6)
2.2925347571405443,0.61,0.49,1.0986122886681098,0.23901690047049992,3.1780538303479458,4.709530201312334,0.9972,3.12,0.7030975114131134,9.3,5,Média (5-6)
2.1041341542702074,0.73,0.02,1.252762968495368,0.07325046173959267,2.833213344056216,3.7612001156935624,0.9972,3.44,0.41871033485818504,9.3,5,Média (5-6)
2.0541237336955462,0.61,0.2,1.0296194171811583,0.07417939817425151,2.4849066497880004,4.189654742026425,0.9971,3.54,0.4574248470388754,9.3,5,Média (5-6)
2.0412203288596382,0.62,0.21,1.0647107369924282,0.0760346862759976,2.1972245773362196,4.143134726391533,0.997,3.52,0.4574248470388754,9.3,6,Média (5-6)
2.2925347571405443,0.31,0.57,1.0986122886681098,0.10526051065749295,3.295836866004329,4.454347296253507,0.9971,3.26,0.4252677354043441,9.7,5,Média (5-6)
2.128231705849268,0.39,0.48,1.0986122886681098,0.0788111804242897,2.70805020110221,4.219507705176107,0.9972,3.34,0.4382549309311553,9.2,5,Média (5-6)
2.186051276738094,0.5,0.33,1.0986122886681098,0.08065790301745447,2.772588722239781,4.969813299576001,0.9968,3.2,0.4382549309311553,9.5,5,Média (5-6)
2.2192034840549946,0.5,0.35,1.3609765531356006,0.07417939817425151,3.091042453358316,4.852030263919617,0.9976,3.23,0.4824261492442927,9.4,5,Média (5-6)
2.0014800002101243,0.37,0.25,1.0647107369924282,0.07138999608667294,3.091042453358316,3.912023005428146,0.9974,3.57,0.4824261492442927,9.8,6,Média (5-6)
2.151762203259462,0.55,0.21,1.1631508098056809,0.06859279146561172,2.0794415416798357,3.367295829986474,0.9964,3.28,0.4382549309311553,9.7,5,Média (5-6)
2.1162555148025524,0.58,0.3,1.2237754316221157,0.07138999608667294,2.772588722239781,4.02535169073515,0.9968,3.46,0.4637340162321401,10.2,5,Média (5-6)
2.5257286443082556,0.3,0.6,1.0986122886681098,0.06485097231961631,2.5649493574615367,3.332204510175204,0.9981,3.11,0.6780335427498971,10.1,6,Média (5-6)
2.066862759472976,1.09,0.06,1.1314021114911006,0.05921185963184608,2.5649493574615367,3.4657359027997265,0.9948,3.51,0.3576744442718159,11.4,4,Baixa (3-4)
2.3608540011180215,0.32,0.47,0.8754687373538999,0.05448818528406963,2.302585092994046,3.2188758248682006,0.99695,3.22,0.598836501088704,10.3,7,Alta (7-8)
2.0794415416798357,0.43,0.36,0.9555114450274363,0.08525984395082342,2.70805020110221,3.6375861597263857,0.99615,3.34,0.44468582126144574,9.2,6,Média (5-6)
2.624668592163159,0.3,0.74,1.2809338454620642,0.09075436326846414,2.302585092994046,3.367295829986474,0.9994,3.2,0.5709795465857378,10.8,7,Alta (7-8)
2.174751721484161,0.44,0.28,1.308332819650179,0.09531017980432487,2.9444389791664403,4.564348191467836,0.9966,3.22,0.5128236264286637,9.4,5,Média (5-6)
2.3702437414678603,0.53,0.6,1.0986122886681098,0.03825871211709034,1.791759469228055,2.995732273553991,0.99585,3.3,0.6205764877251099,12.4,6,Média (5-6)
2.1972245773362196,0.725,0.24,1.33500106673234,0.07973496801885356,2.3978952727983707,4.143134726391533,0.99685,3.35,0.44468582126144574,10.0,6,Média (5-6)
2.2192034840549946,0.57,0.26,1.1631508098056809,0.058268908123975775,3.367295829986474,4.189654742026425,0.9959,3.3,0.3576744442718159,10.1,5,Média (5-6)
2.174751721484161,0.735,0.08,1.2237754316221157,0.0880108773227133,2.3978952727983707,3.7376696182833684,0.9974,3.24,0.5364933705145685,9.8,6,Média (5-6)
2.0794415416798357,0.49,0.49,1.8870696490323797,0.058268908123975775,3.295836866004329,4.804021044733257,0.9974,3.34,0.5653138090500605,10.5,5,Média (5-6)
2.272125885509337,0.625,0.16,1.0986122886681098,0.09621885774054281,2.6390573296152584,3.912023005428146,0.9962,3.14,0.4510756193602167,11.0,5,Média (5-6)
2.2082744135228043,0.725,0.22,1.1631508098056809,0.06952606264861023,2.4849066497880004,3.7376696182833684,0.9967,3.36,0.4382549309311553,9.1,5,Média (5-6)
2.1400661634962708,0.49,0.19,1.0647107369924282,0.07325046173959267,2.3978952727983707,3.8066624897703196,0.9957,3.39,0.43178241642553783,9.7,5,Média (5-6)
2.174751721484161,0.34,0.37,1.0986122886681098,0.0788111804242897,3.2188758248682006,4.07753744390572,0.9964,3.34,0.4637340162321401,9.4,6,Média (5-6)
2.128231705849268,0.53,0.26,1.0986122886681098,0.09621885774054281,2.833213344056216,4.290459441148391,0.9957,3.15,0.4510756193602167,9.4,5,Média (5-6)
2.0541237336955462,0.61,0.04,0.9162907318741551,0.055434706888100586,1.791759469228055,2.3978952727983707,0.99525,3.42,0.4700036292457355,9.5,5,Média (5-6)
2.2617630984737906,0.645,0.25,1.0986122886681098,0.07973496801885356,2.1972245773362196,3.367295829986474,0.99815,3.28,0.4700036292457355,10.0,6,Média (5-6)
2.1633230256605382,0.43,0.25,1.2809338454620642,0.07045846364856141,3.4011973816621555,4.1588830833596715,0.99615,3.37,0.4574248470388754,10.5,6,Média (5-6)
2.2925347571405443,0.59,0.5,1.0986122886681098,0.29042829811980614,3.332204510175204,4.406719247264253,0.9964,3.04,0.9593502213346021,9.5,6,Média (5-6)
1.824549292051046,0.48,0.04,0.9555114450274363,0.05259245011917058,2.995732273553991,4.672828834461906,0.9927,3.54,0.4824261492442927,12.2,7,Alta (7-8)
2.1972245773362196,0.38,0.06,1.0296194171811583,0.07510747248680541,2.5649493574615367,3.912023005428146,0.99625,3.37,0.41871033485818504,9.9,6,Média (5-6)
2.2512917986064953,0.37,0.2,1.33500106673234,0.08617769624105233,2.9444389791664403,4.07753744390572,0.998,3.34,0.5306282510621704,9.6,6,Média (5-6)
2.2192034840549946,1.0,0.09,1.1939224684724346,0.06297479916138844,2.0794415416798357,3.6375861597263857,0.99685,3.32,0.4382549309311553,9.0,6,Média (5-6)
2.1041341542702074,0.63,0.0,1.0647107369924282,0.0925791812930931,2.70805020110221,3.6635616461296463,0.99675,3.37,0.4574248470388754,9.0,6,Média (5-6)
2.2925347571405443,0.635,0.37,0.9932517730102833,0.23348984336835407,1.791759469228055,4.143134726391533,0.9971,3.0,0.7371640659767197,9.3,5,Média (5-6)
2.5649493574615367,0.38,0.56,1.1314021114911006,0.08892620919440151,1.9459101490553132,3.2188758248682006,0.99925,3.14,0.5364933705145685,10.9,6,Média (5-6)
2.1633230256605382,0.58,0.1,1.0296194171811583,0.09712671073072274,3.367295829986474,4.700480365792417,0.99565,3.08,0.3987761199573678,9.8,6,Média (5-6)
2.772588722239781,0.21,0.44,1.1631508098056809,0.07232066157962612,2.3978952727983707,3.2188758248682006,1.00005,3.07,0.6097655716208943,9.2,7,Alta (7-8)
2.1162555148025524,0.66,0.0,1.0986122886681098,0.08065790301745447,1.9459101490553132,3.1780538303479458,0.9983,3.61,0.6729444732424258,9.9,6,Média (5-6)
2.0918640616783932,0.68,0.07,1.0647107369924282,0.07232066157962612,2.833213344056216,3.9512437185814275,0.99685,3.38,0.41871033485818504,9.5,5,Média (5-6)
2.468099531471619,0.32,0.44,0.9555114450274363,0.061095099359810875,2.833213344056216,3.6375861597263857,0.9985,3.22,0.5766133643039938,10.0,6,Média (5-6)
2.0918640616783932,0.6,0.0,1.0296194171811583,0.07138999608667294,2.833213344056216,3.5553480614894135,0.9972,3.47,0.5306282510621704,9.9,6,Média (5-6)
2.4932054526026954,0.35,0.48,1.410986973710262,0.08617769624105233,1.791759469228055,3.091042453358316,0.9986,3.17,0.4252677354043441,10.5,5,Média (5-6)
2.1633230256605382,0.775,0.42,1.0647107369924282,0.0880108773227133,2.1972245773362196,4.465908118654584,0.9959,3.23,0.4637340162321401,9.5,5,Média (5-6)
2.1972245773362196,0.57,0.23,1.4350845252893227,0.07045846364856141,2.8903717578961645,4.787491742782046,0.99675,3.26,0.4510756193602167,9.3,5,Média (5-6)
2.341805806147327,0.34,0.37,1.1631508098056809,0.07232066157962612,1.791759469228055,2.6390573296152584,0.998,3.22,0.4824261492442927,9.2,5,Média (5-6)
