fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_class
2.2082744135228043,0.38,0.28,1.1314021114911006,0.0639133257436528,2.6390573296152584,3.4339872044851463,0.9968,3.23,0.5481214085096876,9.7,7,Alta (7-8)
2.1162555148025524,0.45,0.36,1.6052685081665183,0.0713899960866729,2.5649493574615367,4.477336814478207,0.9978,3.33,0.6043159668533296,10.5,5,Média (5-6)
2.2823823856765264,0.61,0.3,1.33500106673234,0.0843411484337508,2.8903717578961645,3.8501476017100584,0.9976,3.26,0.412109650826833,9.3,4,Baixa (3-4)
2.1400661634962708,0.49,0.2,1.2809338454620642,0.1148475799289168,2.1972245773362196,2.70805020110221,0.9968,3.21,0.6418538861723948,10.5,6,Média (5-6)
2.2082744135228043,0.66,0.22,1.1631508098056809,0.0667236320429081,2.302585092994046,3.1780538303479458,0.9968,3.3,0.669188231258693,10.3,5,Média (5-6)
1.7348482222035018,0.52,0.15,1.1314021114911006,0.0525924501191705,2.1972245773362196,4.189654742026425,0.9934,3.9,0.4446858212614457,13.1,4,Baixa (3-4)
2.1633230256605382,0.935,0.43,1.1631508098056809,0.1079571415050922,3.1354942159291497,4.74493212836325,0.997,3.25,0.5481214085096876,9.2,5,Média (5-6)
2.2823823856765264,0.66,0.26,0.9932517730102832,0.0713899960866729,1.6094379124341005,3.1780538303479458,0.9971,3.15,0.5538851132264376,9.2,5,Média (5-6)
2.028148247292285,0.52,0.04,1.1631508098056809,0.0667236320429081,2.1972245773362196,2.772588722239781,0.9956,3.4,0.4885800148186709,9.4,6,Média (5-6)
2.028148247292285,0.5,0.04,1.1314021114911006,0.0657877405380031,1.9459101490553132,2.70805020110221,0.9955,3.39,0.494696241836107,9.4,6,Média (5-6)
2.26176309847379,0.38,0.36,1.3862943611198906,0.0778865386570712,3.4339872044851463,4.787491742782046,0.997,3.2,0.4446858212614457,9.4,5,Média (5-6)
2.151762203259462,0.51,0.15,1.33500106673234,0.1043600153242427,3.5263605246161616,4.30406509320417,0.9955,3.17,0.4885800148186709,10.2,6,Média (5-6)
2.174751721484161,0.59,0.18,1.1939224684724346,0.0732504617395926,2.8903717578961645,4.007333185232471,0.9975,3.43,0.4637340162321401,10.0,5,Média (5-6)
2.1162555148025524,0.39,0.31,1.2237754316221157,0.0713899960866729,2.302585092994046,3.8501476017100584,0.9962,3.41,0.4317824164255378,9.4,6,Média (5-6)
2.1633230256605382,0.69,0.49,1.0296194171811583,0.108854404912082,3.044522437723423,4.727387818712341,0.9968,3.21,0.5364933705145685,9.3,5,Média (5-6)
2.104134154270207,0.725,0.05,1.6052685081665183,0.0825012215117436,1.6094379124341005,2.4849066497880004,0.9962,3.41,0.3293037471426004,10.9,5,Média (5-6)
2.028148247292285,0.705,0.07,0.9555114450274363,0.0732504617395926,1.9459101490553132,2.772588722239781,0.9962,3.44,0.4574248470388754,10.7,5,Média (5-6)
2.2300144001592104,0.675,0.26,1.1314021114911006,0.0806579030174544,2.4849066497880004,3.784189633918261,0.9976,3.31,0.4252677354043441,9.2,4,Baixa (3-4)
2.2823823856765264,0.41,0.64,1.1631508098056809,0.0889262091944015,2.302585092994046,3.7612001156935624,0.9986,3.54,0.5068176023684519,10.5,5,Média (5-6)
2.0541237336955462,0.785,0.0,1.2237754316221157,0.0989399478549035,2.70805020110221,3.4339872044851463,0.9966,3.52,0.4382549309311553,10.7,6,Média (5-6)
2.0412203288596382,0.75,0.12,1.0986122886681098,0.0825012215117436,2.5649493574615367,4.394449154672439,0.9958,3.38,0.418710334858185,10.1,5,Média (5-6)
2.2300144001592104,0.625,0.2,0.9162907318741552,0.0769610411361283,3.332204510175204,4.787491742782046,0.9972,3.16,0.5856922027914271,9.1,4,Baixa (3-4)
1.9740810260220096,0.45,0.2,0.9555114450274363,0.0667236320429081,1.3862943611198906,2.772588722239781,0.9958,3.41,0.4446858212614457,9.2,5,Média (5-6)
2.128231705849268,0.5,0.47,1.0986122886681098,0.0825012215117436,3.091042453358316,4.30406509320417,0.997,3.36,0.4510756193602167,9.1,5,Média (5-6)
1.9878743481543455,0.3,0.48,1.0296194171811583,0.0667236320429081,2.9444389791664403,4.127134385045092,0.9959,3.44,0.5766133643039938,10.3,6,Média (5-6)
2.26176309847379,0.49,0.28,1.0647107369924282,0.1043600153242427,3.044522437723423,4.919980925828125,0.9972,2.93,0.669188231258693,9.9,6,Média (5-6)
2.1633230256605382,0.49,0.26,1.0647107369924282,0.060153922819747,2.302585092994046,3.4657359027997265,0.9966,3.39,0.494696241836107,9.6,5,Média (5-6)
2.33214389523559,0.39,0.44,1.1314021114911006,0.1016536537264998,3.5553480614894135,4.836281906951478,0.9978,3.14,0.669188231258693,9.5,5,Média (5-6)
2.186051276738094,0.52,0.26,1.0647107369924282,0.0760346862759976,3.7612001156935624,4.948759890378168,0.9964,3.23,0.4317824164255378,9.5,5,Média (5-6)
1.791759469228055,1.02,0.04,0.8754687373538999,0.0440168854167743,3.737669618283368,4.454347296253507,0.9938,3.75,0.3920420877760237,10.5,4,Baixa (3-4)
2.0541237336955462,0.775,0.0,1.3862943611198906,0.0971267107307227,2.1972245773362196,3.1780538303479458,0.9965,3.45,0.4446858212614457,10.7,5,Média (5-6)
2.151762203259462,0.9,0.06,1.252762968495368,0.0760346862759976,1.791759469228055,2.3978952727983707,0.9967,3.39,0.4446858212614457,9.8,5,Média (5-6)
2.2082744135228043,0.545,0.18,1.0647107369924282,0.0769610411361283,2.6390573296152584,3.58351893845611,0.9972,3.3,0.4637340162321401,9.0,6,Média (5-6)
2.2300144001592104,0.61,0.3,1.1314021114911006,0.0806579030174544,2.4849066497880004,3.9318256327243257,0.9972,3.4,0.4762341789963716,10.2,6,Média (5-6)
2.2082744135228043,0.575,0.22,1.1314021114911006,0.0741793981742515,2.5649493574615367,4.189654742026425,0.9967,3.29,0.412109650826833,9.2,5,Média (5-6)
2.104134154270207,0.49,0.24,1.1631508098056809,0.0676586484738148,1.791759469228055,3.610917912644224,0.996,3.33,0.3920420877760237,9.4,5,Média (5-6)
1.9740810260220096,0.63,0.31,0.9932517730102832,0.0843411484337508,2.772588722239781,4.174387269895637,0.9969,3.46,0.5822156198526637,9.3,5,Média (5-6)
2.174751721484161,0.56,0.19,1.0296194171811583,0.0989399478549035,2.5649493574615367,3.871201010907891,0.9964,3.19,0.6575200029167942,9.5,5,Média (5-6)
2.2407096892759584,0.62,0.09,1.1631508098056809,0.0806579030174544,2.4849066497880004,4.6913478822291435,0.9964,3.15,0.5068176023684519,9.8,5,Média (5-6)
2.4069451083182885,0.31,0.44,1.1939224684724346,0.0769610411361283,3.1354942159291497,3.8501476017100584,0.9988,3.32,0.5128236264286637,9.7,6,Média (5-6)
2.2300144001592104,0.54,0.28,1.0647107369924282,0.0741793981742515,2.4849066497880004,3.713572066704308,0.9978,3.39,0.4762341789963716,10.0,6,Média (5-6)
2.1162555148025524,1.07,0.09,0.9932517730102832,0.1148475799289168,2.3978952727983707,4.499809670330265,0.9962,3.3,0.4510756193602167,9.0,5,Média (5-6)
2.2823823856765264,0.55,0.04,1.1631508098056809,0.1124354293297881,2.70805020110221,4.04305126783455,0.9962,3.21,0.4700036292457355,10.9,6,Média (5-6)
2.1162555148025524,0.695,0.0,1.252762968495368,0.0723206615796261,1.3862943611198906,2.6390573296152584,0.998,3.49,0.418710334858185,9.2,5,Média (5-6)
2.174751721484161,0.5,0.17,0.9555114450274363,0.0788111804242897,3.091042453358316,4.634728988229636,0.996,3.39,0.3920420877760237,9.5,5,Média (5-6)
2.2192034840549946,1.33,0.0,0.9932517730102832,0.0778865386570712,1.3862943611198906,2.5649493574615367,0.9964,3.53,0.3987761199573678,10.9,5,Média (5-6)
2.2082744135228043,1.33,0.0,1.0296194171811583,0.0788111804242897,1.3862943611198906,2.5649493574615367,0.9964,3.54,0.3920420877760237,10.9,5,Média (5-6)
2.1972245773362196,0.59,0.16,1.0296194171811583,0.0629747991613884,1.3862943611198906,2.833213344056216,0.9962,3.42,0.6523251860396903,10.5,7,Alta (7-8)
2.1972245773362196,0.745,0.56,1.0986122886681098,0.1115413747329074,3.4339872044851463,4.90527477843843,0.9968,3.24,0.5068176023684519,9.4,5,Média (5-6)
1.8870696490323795,0.5,0.09,1.1939224684724346,0.0478373294141601,2.8903717578961645,4.605170185988092,0.9937,3.63,0.4885800148186709,13.0,5,Média (5-6)
2.2407096892759584,0.745,0.11,1.0647107369924282,0.0861776962410523,2.833213344056216,4.1588830833596715,0.9965,3.19,0.598836501088704,9.6,5,Média (5-6)
2.104134154270207,0.415,0.36,1.0986122886681098,0.0778865386570712,2.6390573296152584,3.828641396489095,0.9972,3.48,0.494696241836107,9.2,5,Média (5-6)
1.824549292051046,0.34,0.0,1.0296194171811583,0.048790164169432,3.332204510175204,4.1588830833596715,0.9916,3.68,0.5822156198526637,14.0,6,Média (5-6)
1.9878743481543455,0.39,0.08,0.9932517730102832,0.0639133257436528,1.3862943611198906,3.044522437723423,0.9954,3.34,0.4574248470388754,9.4,5,Média (5-6)
2.2082744135228043,0.67,0.55,1.0296194171811583,0.1106465200870635,3.49650756146648,4.955827057601261,0.9968,3.17,0.4824261492442927,9.4,5,Média (5-6)
1.916922612182061,0.68,0.02,1.0296194171811583,0.0834216081390723,3.091042453358316,4.553876891600541,0.9944,3.54,0.418710334858185,10.0,5,Média (5-6)
2.1400661634962708,0.6,0.03,1.0296194171811583,0.0907543632684641,3.258096538021482,4.605170185988092,0.995,3.35,0.4317824164255378,10.1,5,Média (5-6)
2.0918640616783932,0.43,0.42,1.6052685081665183,0.0685927914656117,3.367295829986474,4.859812404361672,0.9973,3.42,0.5364933705145685,10.5,5,Média (5-6)
2.0918640616783932,0.43,0.42,1.6052685081665183,0.0676586484738148,3.4011973816621555,4.867534450455582,0.9973,3.42,0.5423242908253617,10.5,5,Média (5-6)
2.0918640616783932,0.68,0.0,1.1631508098056809,0.0704584636485614,2.5649493574615367,3.1354942159291497,0.9969,3.48,0.4054651081081644,9.3,5,Média (5-6)
2.0541237336955462,0.6,0.18,1.0647107369924282,0.0760346862759976,2.9444389791664403,4.465908118654584,0.9968,3.59,0.4510756193602167,9.3,6,Média (5-6)
2.151762203259462,0.95,0.03,1.0986122886681098,0.0861776962410523,2.0794415416798357,3.044522437723423,0.9959,3.2,0.4446858212614457,9.6,5,Média (5-6)
2.151762203259462,0.68,0.02,0.832909122935104,0.0695260626486102,2.302585092994046,3.044522437723423,0.9965,3.17,0.5856922027914271,9.2,4,Baixa (3-4)
2.174751721484161,0.63,0.48,0.9932517730102832,0.0953101798043248,2.70805020110221,4.574710978503383,0.9961,3.19,0.4824261492442927,9.5,5,Média (5-6)
2.0541237336955462,0.64,0.1,1.1314021114911006,0.0815799869924228,2.9444389791664403,4.624972813284271,0.9956,3.34,0.418710334858185,10.2,5,Média (5-6)
2.1162555148025524,0.55,0.03,0.9555114450274363,0.0695260626486102,2.8903717578961645,3.7612001156935624,0.9956,3.37,0.3920420877760237,9.0,4,Baixa (3-4)
2.0541237336955462,0.63,0.07,1.1314021114911006,0.0852598439508234,2.4849066497880004,3.80666248977032,0.9953,3.47,0.4382549309311553,10.4,6,Média (5-6)
2.186051276738094,0.885,0.03,1.0296194171811583,0.0563803334361075,1.6094379124341005,2.1972245773362196,0.9972,3.36,0.3185212140982398,9.1,4,Baixa (3-4)
2.1972245773362196,0.42,0.17,1.0986122886681098,0.0704584636485614,1.9459101490553132,2.9444389791664403,0.9972,3.29,0.4762341789963716,9.2,6,Média (5-6)
2.128231705849268,0.62,0.05,1.0647107369924282,0.0657877405380031,3.218875824868201,3.7612001156935624,0.9961,3.42,0.4510756193602167,11.5,6,Média (5-6)
2.066862759472976,0.5,0.04,0.9162907318741552,0.0815799869924228,2.995732273553991,3.912023005428146,0.9958,3.35,0.5766133643039938,9.5,5,Média (5-6)
2.1162555148025524,0.38,0.21,1.0986122886681098,0.0769610411361283,2.0794415416798357,3.58351893845611,0.9961,3.33,0.3852624007906449,9.5,5,Média (5-6)
2.1400661634962708,0.52,0.42,1.1939224684724346,0.0834216081390723,2.1972245773362196,3.6635616461296463,0.9972,3.58,0.4762341789963716,10.5,6,Média (5-6)
2.0794415416798357,0.805,0.0,1.252762968495368,0.0657877405380031,2.0794415416798357,3.044522437723423,0.9969,3.48,0.4446858212614457,9.6,5,Média (5-6)
2.2823823856765264,0.61,0.14,1.2237754316221157,0.0648509723196163,2.3978952727983707,3.7612001156935624,0.9969,3.19,0.4637340162321401,9.5,5,Média (5-6)
2.2925347571405443,0.61,0.49,1.0986122886681098,0.1148475799289168,3.1780538303479458,4.709530201312334,0.9972,3.12,0.669188231258693,9.3,5,Média (5-6)
2.0541237336955462,0.61,0.2,1.0296194171811583,0.0741793981742515,2.4849066497880004,4.189654742026425,0.9971,3.54,0.4574248470388754,9.3,5,Média (5-6)
2.0412203288596382,0.62,0.21,1.0647107369924282,0.0760346862759976,2.1972245773362196,4.143134726391533,0.997,3.52,0.4574248470388754,9.3,6,Média (5-6)
2.2925347571405443,0.31,0.57,1.0986122886681098,0.1052605106574929,3.295836866004329,4.454347296253507,0.9971,3.26,0.4252677354043441,9.7,5,Média (5-6)
2.128231705849268,0.39,0.48,1.0986122886681098,0.0788111804242897,2.70805020110221,4.219507705176107,0.9972,3.34,0.4382549309311553,9.2,5,Média (5-6)
2.186051276738094,0.5,0.33,1.0986122886681098,0.0806579030174544,2.772588722239781,4.969813299576001,0.9968,3.2,0.4382549309311553,9.5,5,Média (5-6)
2.151762203259462,0.55,0.21,1.1631508098056809,0.0685927914656117,2.0794415416798357,3.367295829986474,0.9964,3.28,0.4382549309311553,9.7,5,Média (5-6)
2.1162555148025524,0.58,0.3,1.2237754316221157,0.0713899960866729,2.772588722239781,4.02535169073515,0.9968,3.46,0.4637340162321401,10.2,5,Média (5-6)
2.5257286443082556,0.3,0.6,1.0986122886681098,0.0648509723196163,2.5649493574615367,3.332204510175204,0.9981,3.11,0.669188231258693,10.1,6,Média (5-6)
2.066862759472976,1.09,0.06,1.1314021114911006,0.059211859631846,2.5649493574615367,3.4657359027997265,0.9948,3.51,0.3576744442718159,11.4,4,Baixa (3-4)
2.3608540011180215,0.32,0.47,0.8754687373538999,0.0544881852840696,2.302585092994046,3.218875824868201,0.99695,3.22,0.598836501088704,10.3,7,Alta (7-8)
2.0794415416798357,0.43,0.36,0.9555114450274363,0.0852598439508234,2.70805020110221,3.6375861597263857,0.99615,3.34,0.4446858212614457,9.2,6,Média (5-6)
2.624668592163159,0.3,0.74,1.2809338454620642,0.0907543632684641,2.302585092994046,3.367295829986474,0.9994,3.2,0.5709795465857378,10.8,7,Alta (7-8)
2.174751721484161,0.44,0.28,1.308332819650179,0.0953101798043248,2.9444389791664403,4.564348191467836,0.9966,3.22,0.5128236264286637,9.4,5,Média (5-6)
2.1972245773362196,0.725,0.24,1.33500106673234,0.0797349680188535,2.3978952727983707,4.143134726391533,0.99685,3.35,0.4446858212614457,10.0,6,Média (5-6)
2.174751721484161,0.735,0.08,1.2237754316221157,0.0880108773227133,2.3978952727983707,3.737669618283368,0.9974,3.24,0.5364933705145685,9.8,6,Média (5-6)
2.0794415416798357,0.49,0.49,1.6052685081665183,0.0582689081239757,3.295836866004329,4.804021044733257,0.9974,3.34,0.5653138090500605,10.5,5,Média (5-6)
2.272125885509337,0.625,0.16,1.0986122886681098,0.0962188577405428,2.6390573296152584,3.912023005428146,0.9962,3.14,0.4510756193602167,11.0,5,Média (5-6)
2.2082744135228043,0.725,0.22,1.1631508098056809,0.0695260626486102,2.4849066497880004,3.737669618283368,0.9967,3.36,0.4382549309311553,9.1,5,Média (5-6)
2.1400661634962708,0.49,0.19,1.0647107369924282,0.0732504617395926,2.3978952727983707,3.80666248977032,0.9957,3.39,0.4317824164255378,9.7,5,Média (5-6)
2.174751721484161,0.34,0.37,1.0986122886681098,0.0788111804242897,3.218875824868201,4.07753744390572,0.9964,3.34,0.4637340162321401,9.4,6,Média (5-6)
2.128231705849268,0.53,0.26,1.0986122886681098,0.0962188577405428,2.833213344056216,4.290459441148391,0.9957,3.15,0.4510756193602167,9.4,5,Média (5-6)
2.1633230256605382,0.43,0.25,1.2809338454620642,0.0704584636485614,3.4011973816621555,4.1588830833596715,0.99615,3.37,0.4574248470388754,10.5,6,Média (5-6)
2.2925347571405443,0.59,0.5,1.0986122886681098,0.1148475799289168,3.332204510175204,4.406719247264253,0.9964,3.04,0.669188231258693,9.5,6,Média (5-6)
1.824549292051046,0.48,0.04,0.9555114450274363,0.0525924501191705,2.995732273553991,4.672828834461906,0.9927,3.54,0.4824261492442927,12.2,7,Alta (7-8)
2.1972245773362196,0.38,0.06,1.0296194171811583,0.0751074724868054,2.5649493574615367,3.912023005428146,0.99625,3.37,0.418710334858185,9.9,6,Média (5-6)
2.2192034840549946,1.0,0.09,1.1939224684724346,0.0629747991613884,2.0794415416798357,3.6375861597263857,0.99685,3.32,0.4382549309311553,9.0,6,Média (5-6)
2.104134154270207,0.63,0.0,1.0647107369924282,0.0925791812930931,2.70805020110221,3.6635616461296463,0.99675,3.37,0.4574248470388754,9.0,6,Média (5-6)
2.5649493574615367,0.38,0.56,1.1314021114911006,0.0889262091944015,1.9459101490553132,3.218875824868201,0.99925,3.14,0.5364933705145685,10.9,6,Média (5-6)
2.1633230256605382,0.58,0.1,1.0296194171811583,0.0971267107307227,3.367295829986474,4.700480365792417,0.99565,3.08,0.3987761199573678,9.8,6,Média (5-6)
2.772588722239781,0.21,0.44,1.1631508098056809,0.0723206615796261,2.3978952727983707,3.218875824868201,1.00005,3.07,0.6097655716208943,9.2,7,Alta (7-8)
2.1162555148025524,0.66,0.0,1.0986122886681098,0.0806579030174544,1.9459101490553132,3.1780538303479458,0.9983,3.61,0.669188231258693,9.9,6,Média (5-6)
2.0918640616783932,0.68,0.07,1.0647107369924282,0.0723206615796261,2.833213344056216,3.951243718581427,0.99685,3.38,0.418710334858185,9.5,5,Média (5-6)
2.0918640616783932,0.6,0.0,1.0296194171811583,0.0713899960866729,2.833213344056216,3.5553480614894135,0.9972,3.47,0.5306282510621704,9.9,6,Média (5-6)
2.493205452602695,0.35,0.48,1.410986973710262,0.0861776962410523,1.791759469228055,3.091042453358316,0.9986,3.17,0.4252677354043441,10.5,5,Média (5-6)
2.1633230256605382,0.775,0.42,1.0647107369924282,0.0880108773227133,2.1972245773362196,4.465908118654584,0.9959,3.23,0.4637340162321401,9.5,5,Média (5-6)
2.1972245773362196,0.57,0.23,1.4350845252893227,0.0704584636485614,2.8903717578961645,4.787491742782046,0.99675,3.26,0.4510756193602167,9.3,5,Média (5-6)
2.341805806147327,0.34,0.37,1.1631508098056809,0.0723206615796261,1.791759469228055,2.6390573296152584,0.998,3.22,0.4824261492442927,9.2,5,Média (5-6)
2.028148247292285,0.695,0.0,1.1314021114911006,0.0723206615796261,2.5649493574615367,4.04305126783455,0.9968,3.49,0.5128236264286637,9.2,5,Média (5-6)
2.1633230256605382,0.41,0.76,1.0296194171811583,0.1148475799289168,2.1972245773362196,3.828641396489095,0.9968,3.06,0.669188231258693,9.4,5,Média (5-6)
2.3978952727983707,0.31,0.47,1.2809338454620642,0.0815799869924228,2.70805020110221,3.5263605246161616,0.99965,3.36,0.5877866649021191,10.5,7,Alta (7-8)
2.186051276738094,0.33,0.23,0.9932517730102832,0.0741793981742515,2.9444389791664403,3.828641396489095,0.99625,3.29,0.5007752879124893,9.3,5,Média (5-6)
2.1972245773362196,0.52,0.03,0.9932517730102832,0.0676586484738148,2.3978952727983707,3.58351893845611,0.99575,3.34,0.4510756193602167,10.0,5,Média (5-6)
2.186051276738094,0.37,0.23,1.0296194171811583,0.0741793981742515,3.1780538303479458,3.912023005428146,0.9963,3.28,0.5128236264286637,9.3,5,Média (5-6)
2.6026896854443837,0.56,0.49,1.2237754316221157,0.0620353909194526,1.791759469228055,3.332204510175204,0.9999,3.08,0.6259384308664953,10.9,5,Média (5-6)
2.2082744135228043,0.87,0.0,1.4586150226995167,0.0916671885258238,3.295836866004329,4.127134385045092,1.00025,3.6,0.5423242908253617,9.8,4,Baixa (3-4)
2.186051276738094,0.35,0.46,1.5260563034950494,0.0751074724868054,2.772588722239781,3.6375861597263857,0.9973,3.35,0.6205764877251099,12.8,8,Alta (7-8)
2.066862759472976,0.54,0.04,1.3862943611198906,0.0741793981742515,2.0794415416798357,3.332204510175204,0.9987,3.69,0.6471032420585385,9.4,6,Média (5-6)
2.5257286443082556,0.18,0.51,1.6052685081665183,0.0989399478549035,1.6094379124341005,3.1780538303479458,0.9996,3.28,0.669188231258693,10.1,6,Média (5-6)
2.424802725718295,0.32,0.45,1.7404365613422077,0.0704584636485614,1.791759469228055,2.6390573296152584,0.9976,3.23,0.598836501088704,12.6,8,Alta (7-8)
2.2925347571405443,0.4,0.32,1.7404365613422077,0.0834216081390723,2.3978952727983707,3.871201010907891,0.9991,3.38,0.5709795465857378,10.5,7,Alta (7-8)
2.517696472610991,0.26,0.44,1.5260563034950494,0.0685927914656117,1.9459101490553132,2.995732273553991,0.9986,3.12,0.598836501088704,9.3,6,Média (5-6)
2.1633230256605382,0.27,0.68,1.5040773967762742,0.1105196305993647,1.791759469228055,2.3978952727983707,0.9972,3.25,0.7323678937132266,9.9,7,Alta (7-8)
2.5649493574615367,0.45,0.55,1.0986122886681098,0.0704584636485614,3.258096538021482,3.912023005428146,0.9997,3.1,0.5653138090500605,10.3,6,Média (5-6)
2.533696813957432,0.42,0.53,1.4586150226995167,0.0998453349697161,3.5263605246161616,4.59511985013459,1.001,3.2,0.6678293725756554,9.2,5,Média (5-6)
2.4336133554004498,0.55,0.23,1.308332819650179,0.0870947068509337,2.9444389791664403,3.8918202981106265,0.9994,3.22,0.494696241836107,10.3,6,Média (5-6)
2.066862759472976,0.36,0.25,1.2237754316221157,0.0934903430873388,1.791759469228055,2.833213344056216,0.9964,3.41,0.4700036292457355,10.1,6,Média (5-6)
2.618666639967525,0.34,0.52,1.4350845252893227,0.0898407039997894,2.8903717578961645,3.9889840465642745,1.0014,3.05,0.5933268452777344,9.5,6,Média (5-6)
2.451005098112319,0.83,0.37,1.2809338454620642,0.0825012215117436,3.295836866004329,4.2626798770413155,0.9981,3.16,0.418710334858185,9.9,5,Média (5-6)
2.0918640616783932,0.63,0.06,1.0986122886681098,0.0797349680188535,2.1972245773362196,3.4011973816621555,0.99855,3.67,0.5481214085096876,9.6,5,Média (5-6)
2.104134154270207,0.65,0.02,1.1939224684724346,0.0898407039997894,1.791759469228055,3.4657359027997265,0.9993,3.67,0.5877866649021191,9.7,5,Média (5-6)
2.1400661634962708,0.53,0.06,1.2809338454620642,0.0825012215117436,3.044522437723423,3.80666248977032,0.9965,3.38,0.4637340162321401,10.7,6,Média (5-6)
2.493205452602695,0.18,0.48,0.9162907318741552,0.0657877405380031,2.0794415416798357,2.772588722239781,0.9973,3.22,0.494696241836107,10.1,6,Média (5-6)
2.2300144001592104,0.705,0.12,1.2809338454620642,0.0880108773227133,2.5649493574615367,3.367295829986474,0.9994,3.51,0.5423242908253617,10.0,5,Média (5-6)
2.2407096892759584,0.65,0.6,1.1314021114911006,0.1061601958283905,2.5649493574615367,4.51085950651685,0.9973,3.2,0.418710334858185,9.2,5,Média (5-6)
2.151762203259462,0.62,0.32,1.1631508098056809,0.0788111804242897,2.0794415416798357,4.007333185232471,0.9966,3.36,0.418710334858185,9.4,5,Média (5-6)
2.424802725718295,0.41,0.42,1.2237754316221157,0.1148475799289168,1.9459101490553132,2.70805020110221,0.9994,3.19,0.4824261492442927,9.5,6,Média (5-6)
2.424802725718295,0.43,0.44,1.2237754316221157,0.1148475799289168,1.791759469228055,2.5649493574615367,0.9994,3.19,0.4885800148186709,9.5,6,Média (5-6)
2.186051276738094,0.53,0.24,1.0986122886681098,0.0695260626486102,2.772588722239781,4.663439094112067,0.996,3.27,0.4317824164255378,9.4,6,Média (5-6)
2.302585092994046,0.46,0.31,1.33500106673234,0.0889262091944015,2.995732273553991,4.59511985013459,0.99815,3.32,0.4885800148186709,9.5,6,Média (5-6)
2.26176309847379,0.47,0.3,1.3862943611198906,0.0732504617395926,3.4339872044851463,4.912654885736052,0.9976,3.3,0.4252677354043441,9.4,5,Média (5-6)
